,year,party_id,freq,x,party_ratio
112,1982,6: Weak Republican,199,1403,0.141838917
113,1984,2: Weak Democrat,444,2228,0.199281867
114,1984,1: Strong Democrat,379,2228,0.17010772
115,1984,3: Independent - Democrat,242,2228,0.108617594
116,1984,4: Independent,280,2228,0.12567325
117,1984,6: Weak Republican,329,2228,0.147666068
118,1984,5: Independent - Republican,277,2228,0.12432675
119,1984,7: Strong Republican,277,2228,0.12432675
120,1986,3: Independent - Democrat,226,2157,0.104775151
121,1986,5: Independent - Republican,234,2157,0.108484006
122,1986,4: Independent,294,2157,0.136300417
123,1986,6: Weak Republican,314,2157,0.145572554
124,1986,1: Strong Democrat,389,2157,0.180343069
125,1986,2: Weak Democrat,473,2157,0.219286045
126,1986,7: Strong Republican,227,2157,0.105238758
127,1988,7: Strong Republican,279,2026,0.137709773
128,1988,2: Weak Democrat,359,2026,0.177196446
129,1988,4: Independent,243,2026,0.11994077
130,1988,3: Independent - Democrat,240,2026,0.11846002
131,1988,6: Weak Republican,280,2026,0.138203356
132,1988,5: Independent - Republican,270,2026,0.133267522
133,1988,1: Strong Democrat,355,2026,0.175222113
134,1990,4: Independent,236,1965,0.120101781
135,1990,3: Independent - Democrat,245,1965,0.124681934
136,1990,6: Weak Republican,293,1965,0.149109415
137,1990,5: Independent - Republican,233,1965,0.118575064
138,1990,2: Weak Democrat,376,1965,0.191348601
139,1990,1: Strong Democrat,393,1965,0.2
140,1990,7: Strong Republican,189,1965,0.096183206
141,1992,2: Weak Democrat,431,2470,0.174493927
142,1992,7: Strong Republican,275,2470,0.111336032
143,1992,4: Independent,315,2470,0.127530364
144,1992,3: Independent - Democrat,353,2470,0.14291498
145,1992,6: Weak Republican,347,2470,0.14048583
146,1992,5: Independent - Republican,305,2470,0.123481781
147,1992,1: Strong Democrat,444,2470,0.179757085
148,1994,7: Strong Republican,276,1784,0.15470852
149,1994,4: Independent,205,1784,0.114910314
150,1994,3: Independent - Democrat,237,1784,0.132847534
151,1994,6: Weak Republican,258,1784,0.144618834
152,1994,5: Independent - Republican,205,1784,0.114910314
153,1994,2: Weak Democrat,333,1784,0.186659193
154,1994,1: Strong Democrat,270,1784,0.151345291
155,1996,2: Weak Democrat,328,1734,0.189158016
156,1996,1: Strong Democrat,320,1734,0.184544406
157,1996,3: Independent - Democrat,246,1734,0.141868512
158,1996,7: Strong Republican,203,1734,0.117070358
159,1996,4: Independent,174,1734,0.100346021
160,1996,5: Independent - Republican,209,1734,0.120530565
161,1996,6: Weak Republican,254,1734,0.146482122
162,1998,2: Weak Democrat,245,1299,0.18860662
163,1998,1: Strong Democrat,253,1299,0.194765204
164,1998,5: Independent - Republican,136,1299,0.10469592
165,1998,4: Independent,152,1299,0.117013087
166,1998,3: Independent - Democrat,178,1299,0.137028483
167,1998,7: Strong Republican,133,1299,0.102386451
168,1998,6: Weak Republican,202,1299,0.155504234
169,2000,3: Independent - Democrat,278,1821,0.152663372
170,2000,6: Weak Republican,213,1821,0.116968699
171,2000,1: Strong Democrat,354,1821,0.194398682
172,2000,2: Weak Democrat,273,1821,0.149917628
173,2000,7: Strong Republican,228,1821,0.125205931
174,2000,4: Independent,241,1821,0.132344865
175,2000,5: Independent - Republican,234,1821,0.128500824
176,2002,7: Strong Republican,225,1488,0.151209677
177,2002,4: Independent,109,1488,0.073252688
178,2002,5: Independent - Republican,193,1488,0.129704301
179,2002,2: Weak Democrat,246,1488,0.165322581
180,2002,6: Weak Republican,239,1488,0.16061828
181,2002,3: Independent - Democrat,229,1488,0.153897849
182,2002,1: Strong Democrat,247,1488,0.165994624
183,2004,5: Independent - Republican,146,1210,0.120661157
184,2004,2: Weak Democrat,184,1210,0.152066116
185,2004,6: Weak Republican,144,1210,0.119008264
186,2004,3: Independent - Democrat,214,1210,0.176859504
187,2004,1: Strong Democrat,203,1210,0.167768595
188,2004,7: Strong Republican,201,1210,0.166115702
189,2004,4: Independent,118,1210,0.097520661
190,2008,7: Strong Republican,303,2211,0.137042062
191,2008,4: Independent,251,2211,0.113523293
192,2008,3: Independent - Democrat,379,2211,0.171415649
193,2008,5: Independent - Republican,264,2211,0.119402985
194,2008,2: Weak Democrat,323,2211,0.146087743
195,2008,6: Weak Republican,283,2211,0.127996382
196,2008,1: Strong Democrat,408,2211,0.184531886
197,2012,4: Independent,820,5593,0.146611836
198,2012,5: Independent - Republican,687,5593,0.122832112
199,2012,2: Weak Democrat,838,5593,0.149830145
200,2012,6: Weak Republican,715,5593,0.127838369
201,2012,3: Independent - Democrat,637,5593,0.113892365
202,2012,1: Strong Democrat,1053,5593,0.188271053
203,2012,7: Strong Republican,843,5593,0.150724119
204,2006,5: Independent - Republican,0,0,0
204,2008,5: Independent - Republican,0,0,0
