"","date","group","freq","x","value","alignment","Conservative","Liberal","Moderate","President","Pres_Party","House","Senate"
"29",1980,"1: Extremely Liberal (blue)",25,1004,0.0249003984063745,"Liberal",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"30",1980,"2: Liberal (blue)",93,1004,0.0926294820717131,"Liberal",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"31",1980,"3: Slightly Liberal (Gray-blue)",136,1004,0.135458167330677,"Liberal",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"32",1980,"4: Moderate (Gray)",307,1004,0.305776892430279,"Moderate",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"33",1980,"7: Extremely Conservative (Red)",33,1004,0.0328685258964143,"Conservative",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"34",1980,"5: Slightly Conservative (Gray-red)",211,1004,0.210159362549801,"Conservative",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"35",1980,"6: Conservative (Red)",199,1004,0.198207171314741,"Conservative",0.441235059760956,0.252988047808765,0.305776892430279,"Jimmy Carter (D)","Democrat","Democrat","Democrat"
"36",1982,"3: Slightly Liberal (Gray-blue)",105,897,0.117056856187291,"Liberal",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"37",1982,"4: Moderate (Gray)",313,897,0.348940914158305,"Moderate",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"38",1982,"2: Liberal (blue)",81,897,0.0903010033444816,"Liberal",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"39",1982,"5: Slightly Conservative (Gray-red)",178,897,0.198439241917503,"Conservative",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"40",1982,"1: Extremely Liberal (blue)",19,897,0.0211817168338907,"Liberal",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"41",1982,"6: Conservative (Red)",170,897,0.189520624303233,"Conservative",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"42",1982,"7: Extremely Conservative (Red)",31,897,0.0345596432552954,"Conservative",0.422519509476031,0.228539576365663,0.348940914158305,"Ronald Reagan (R)","Republican","Democrat","Republican"
"43",1984,"6: Conservative (Red)",288,1555,0.185209003215434,"Conservative",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"44",1984,"5: Slightly Conservative (Gray-red)",313,1555,0.201286173633441,"Conservative",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"45",1984,"1: Extremely Liberal (blue)",36,1555,0.0231511254019293,"Liberal",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"46",1984,"2: Liberal (blue)",161,1555,0.103536977491961,"Liberal",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"47",1984,"7: Extremely Conservative (Red)",36,1555,0.0231511254019293,"Conservative",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"48",1984,"3: Slightly Liberal (Gray-blue)",201,1555,0.129260450160772,"Liberal",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"49",1984,"4: Moderate (Gray)",520,1555,0.334405144694534,"Moderate",0.409646302250804,0.255948553054662,0.334405144694534,"Ronald Reagan (R)","Republican","Democrat","Republican"
"50",1986,"1: Extremely Liberal (blue)",24,1633,0.0146968769136558,"Liberal",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"51",1986,"3: Slightly Liberal (Gray-blue)",232,1633,0.14206981016534,"Liberal",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"52",1986,"2: Liberal (blue)",130,1633,0.0796080832823025,"Liberal",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"53",1986,"7: Extremely Conservative (Red)",33,1633,0.0202082057562768,"Conservative",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"54",1986,"5: Slightly Conservative (Gray-red)",329,1633,0.201469687691366,"Conservative",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"55",1986,"4: Moderate (Gray)",603,1633,0.369259032455603,"Moderate",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"56",1986,"6: Conservative (Red)",282,1633,0.172688303735456,"Conservative",0.394366197183099,0.236374770361298,0.369259032455603,"Ronald Reagan (R)","Republican","Democrat","Republican"
"57",1988,"3: Slightly Liberal (Gray-blue)",186,1425,0.130526315789474,"Liberal",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"58",1988,"4: Moderate (Gray)",446,1425,0.312982456140351,"Moderate",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"59",1988,"2: Liberal (blue)",112,1425,0.0785964912280702,"Liberal",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"60",1988,"5: Slightly Conservative (Gray-red)",309,1425,0.216842105263158,"Conservative",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"61",1988,"1: Extremely Liberal (blue)",35,1425,0.0245614035087719,"Liberal",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"62",1988,"7: Extremely Conservative (Red)",59,1425,0.0414035087719298,"Conservative",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"63",1988,"6: Conservative (Red)",278,1425,0.195087719298246,"Conservative",0.453333333333333,0.233684210526316,0.312982456140351,"Ronald Reagan (R)","Republican","Democrat","Democrat"
"64",1990,"1: Extremely Liberal (blue)",27,1317,0.020501138952164,"Liberal",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"65",1990,"5: Slightly Conservative (Gray-red)",274,1317,0.208048595292331,"Conservative",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"66",1990,"6: Conservative (Red)",193,1317,0.146545178435839,"Conservative",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"67",1990,"4: Moderate (Gray)",481,1317,0.365223993925588,"Moderate",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"68",1990,"2: Liberal (blue)",142,1317,0.107820804859529,"Liberal",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"69",1990,"3: Slightly Liberal (Gray-blue)",159,1317,0.120728929384966,"Liberal",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"70",1990,"7: Extremely Conservative (Red)",41,1317,0.0311313591495824,"Conservative",0.385725132877752,0.249050873196659,0.365223993925588,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"71",1992,"2: Liberal (blue)",210,1824,0.115131578947368,"Liberal",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"72",1992,"1: Extremely Liberal (blue)",50,1824,0.0274122807017544,"Liberal",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"73",1992,"7: Extremely Conservative (Red)",64,1824,0.0350877192982456,"Conservative",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"74",1992,"3: Slightly Liberal (Gray-blue)",244,1824,0.133771929824561,"Liberal",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"75",1992,"6: Conservative (Red)",313,1824,0.171600877192982,"Conservative",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"76",1992,"4: Moderate (Gray)",572,1824,0.31359649122807,"Moderate",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"77",1992,"5: Slightly Conservative (Gray-red)",371,1824,0.203399122807018,"Conservative",0.410087719298246,0.276315789473684,0.31359649122807,"George H.W. Bush (R)","Republican","Democrat","Democrat"
"78",1994,"2: Liberal (blue)",104,1356,0.0766961651917404,"Liberal",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"79",1994,"4: Moderate (Gray)",467,1356,0.344395280235988,"Moderate",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"80",1994,"3: Slightly Liberal (Gray-blue)",126,1356,0.0929203539823009,"Liberal",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"81",1994,"1: Extremely Liberal (blue)",20,1356,0.0147492625368732,"Liberal",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"82",1994,"6: Conservative (Red)",333,1356,0.245575221238938,"Conservative",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"83",1994,"5: Slightly Conservative (Gray-red)",252,1356,0.185840707964602,"Conservative",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"84",1994,"7: Extremely Conservative (Red)",54,1356,0.0398230088495575,"Conservative",0.471238938053097,0.184365781710914,0.344395280235988,"Bill Clinton (D)","Democrat","Democrat","Democrat"
"85",1996,"4: Moderate (Gray)",426,1296,0.328703703703704,"Moderate",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"86",1996,"5: Slightly Conservative (Gray-red)",253,1296,0.195216049382716,"Conservative",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"87",1996,"1: Extremely Liberal (blue)",21,1296,0.0162037037037037,"Liberal",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"88",1996,"6: Conservative (Red)",258,1296,0.199074074074074,"Conservative",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"89",1996,"7: Extremely Conservative (Red)",48,1296,0.037037037037037,"Conservative",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"90",1996,"3: Slightly Liberal (Gray-blue)",175,1296,0.135030864197531,"Liberal",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"91",1996,"2: Liberal (blue)",115,1296,0.0887345679012346,"Liberal",0.431327160493827,0.239969135802469,0.328703703703704,"Bill Clinton (D)","Democrat","Republican","Republican"
"92",1998,"1: Extremely Liberal (blue)",25,1014,0.02465483234714,"Liberal",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"93",1998,"2: Liberal (blue)",89,1014,0.0877712031558185,"Liberal",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"94",1998,"7: Extremely Conservative (Red)",32,1014,0.0315581854043393,"Conservative",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"95",1998,"3: Slightly Liberal (Gray-blue)",127,1014,0.125246548323471,"Liberal",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"96",1998,"6: Conservative (Red)",161,1014,0.158777120315582,"Conservative",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"97",1998,"4: Moderate (Gray)",376,1014,0.370808678500986,"Moderate",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"98",1998,"5: Slightly Conservative (Gray-red)",204,1014,0.201183431952663,"Conservative",0.391518737672584,0.23767258382643,0.370808678500986,"Bill Clinton (D)","Democrat","Republican","Republican"
"99",2000,"2: Liberal (blue)",78,637,0.122448979591837,"Liberal",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"100",2000,"3: Slightly Liberal (Gray-blue)",83,637,0.130298273155416,"Liberal",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"101",2000,"1: Extremely Liberal (blue)",11,637,0.0172684458398744,"Liberal",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"102",2000,"4: Moderate (Gray)",200,637,0.313971742543171,"Moderate",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"103",2000,"5: Slightly Conservative (Gray-red)",100,637,0.156985871271586,"Conservative",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"104",2000,"6: Conservative (Red)",135,637,0.211930926216641,"Conservative",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"105",2000,"7: Extremely Conservative (Red)",30,637,0.0470957613814757,"Conservative",0.416012558869702,0.270015698587127,0.313971742543171,"Bill Clinton (D)","Democrat","Republican","Republican"
"106",2002,"4: Moderate (Gray)",334,1187,0.281381634372367,"Moderate",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"107",2002,"5: Slightly Conservative (Gray-red)",155,1187,0.130581297388374,"Conservative",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"108",2002,"6: Conservative (Red)",317,1187,0.267059814658804,"Conservative",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"109",2002,"7: Extremely Conservative (Red)",57,1187,0.0480202190395956,"Conservative",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"110",2002,"3: Slightly Liberal (Gray-blue)",127,1187,0.106992417860152,"Liberal",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"111",2002,"1: Extremely Liberal (blue)",25,1187,0.02106149957877,"Liberal",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"112",2002,"2: Liberal (blue)",172,1187,0.144903117101938,"Liberal",0.445661331086773,0.272957034540859,0.281381634372367,"George W. Bush (R)","Republican","Republican","Democrat"
"113",2004,"3: Slightly Liberal (Gray-blue)",97,924,0.104978354978355,"Liberal",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"114",2004,"1: Extremely Liberal (blue)",27,924,0.0292207792207792,"Liberal",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"115",2004,"2: Liberal (blue)",106,924,0.114718614718615,"Liberal",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"116",2004,"6: Conservative (Red)",200,924,0.216450216450216,"Conservative",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"117",2004,"4: Moderate (Gray)",309,924,0.334415584415584,"Moderate",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"118",2004,"7: Extremely Conservative (Red)",36,924,0.038961038961039,"Conservative",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"119",2004,"5: Slightly Conservative (Gray-red)",149,924,0.161255411255411,"Conservative",0.416666666666667,0.248917748917749,0.334415584415584,"George W. Bush (R)","Republican","Republican","Republican"
"120",2008,"5: Slightly Conservative (Gray-red)",269,1707,0.157586408904511,"Conservative",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"121",2008,"3: Slightly Liberal (Gray-blue)",210,1707,0.123022847100176,"Liberal",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"122",2008,"1: Extremely Liberal (blue)",60,1707,0.0351493848857645,"Liberal",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"123",2008,"6: Conservative (Red)",386,1707,0.226127709431752,"Conservative",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"124",2008,"4: Moderate (Gray)",486,1707,0.284710017574692,"Moderate",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"125",2008,"2: Liberal (blue)",226,1707,0.132396016403046,"Liberal",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"126",2008,"7: Extremely Conservative (Red)",70,1707,0.0410076157000586,"Conservative",0.424721734036321,0.290568248388987,0.284710017574692,"George W. Bush (R)","Republican","Democrat","Democrat"
"127",2012,"5: Slightly Conservative (Gray-red)",803,5142,0.156164916374951,"Conservative",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"128",2012,"3: Slightly Liberal (Gray-blue)",594,5142,0.115519253208868,"Liberal",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"129",2012,"1: Extremely Liberal (blue)",157,5142,0.0305328665888759,"Liberal",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"130",2012,"6: Conservative (Red)",1007,5142,0.195838195254765,"Conservative",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"131",2012,"4: Moderate (Gray)",1764,5142,0.343057176196033,"Moderate",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"132",2012,"2: Liberal (blue)",579,5142,0.112602100350058,"Liberal",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
"133",2012,"7: Extremely Conservative (Red)",238,5142,0.0462854920264489,"Conservative",0.398288603656165,0.258654220147802,0.343057176196033,"Barack Obama (D)","Democrat","Republican","Democrat"
